seed_id,seed_title,direction,found_title,found_abstract,found_doi,found_year,found_venue,in_db_already,venue_rank_note,ref_source,kw_g1,kw_g2,kw_g3,kw_groups,picos_decision,reason
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,The will: a dual aspect theory,,,2008,,N,,Crossref,N,N,N,0,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Pavani F, Zampini M (2007) The role of hand size in the fake-hand illusion paradigm. Perception 36(10):1547–1554",,10.1068/p5853,2007,Perception,N,SJR Q3,Crossref,N,N,Y,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Piryankova IV, Wong HY, Linkenauger SA, Stinson C, Longo MR, Bülthoff HH et al (2014) Owning an overweight or underweight body: distinguishing the physical, experienced and virtual body. PLoS ONE 9(8)","Our bodies are the most intimately familiar objects we encounter in our perceptual environment. Virtual reality provides a unique method to allow us to experience having a very different body from our own, thereby providing a valuable method to explore the plasticity of body representation. In this paper, we show that women can experience ownership over a whole virtual body that is considerably smaller or larger than their physical body. In order to gain a better understanding of the mechanisms underlying body ownership, we use an embodiment questionnaire, and introduce two new behavioral response measures: an affordance estimation task (indirect measure of body size) and a body size estimation task (direct measure of body size). Interestingly, after viewing the virtual body from first person perspective, both the affordance and the body size estimation tasks indicate a change in the perception of the size of the participant's experienced body. The change is biased by the size of the virtual body (overweight or underweight). Another novel aspect of our study is that we distinguish between the physical, experienced and virtual bodies, by asking participants to provide affordance and body size estimations for each of the three bodies separately. This methodological point is important for virtual reality experiments investigating body ownership of a virtual body, because it offers a better understanding of which cues (e.g. visual, proprioceptive, memory, or a combination thereof) influence body perception, and whether the impact of these cues can vary between different setups.",10.1371/journal.pone.0103428,2014,PLoS ONE,Y,SJR Q1,Crossref,Y,Y,Y,3,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Pitron V, de Vignemont F (2017) Beyond differences between the body schema and the body image: insights from body hallucinations. Conscious Cogn 53:115–121",,10.1016/j.concog.2017.06.006,2017,Conscious Cogn,N,未照合,Crossref,N,Y,N,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Preston C, Ehrsson HH (2014) Illusory changes in body size modulate body satisfaction in a way that is related to non-clinical eating disorder psychopathology. PLoS ONE 9(1):e85773","Historically, body size overestimation has been linked to abnormal levels of body dissatisfaction found in eating disorders. However, recently this relationship has been called into question. Indeed, despite a link between how we perceive and how we feel about our body seeming intuitive, until now lack of an experimental method to manipulate body size has meant that a causal link, even in healthy participants, has remained elusive. Recent developments in body perception research demonstrate that the perceptual experience of the body can be readily manipulated using multisensory illusions. The current study exploits such illusions to modulate perceived body size in an attempt to influence body satisfaction. Participants were presented with stereoscopic video images of slimmer and wider mannequin bodies viewed through head-mounted displays from first person perspective. Illusory ownership was induced by synchronously stroking the seen mannequin body with the unseen real body. Pre and post-illusion affective and perceptual measures captured changes in perceived body size and body satisfaction. Illusory ownership of a slimmer body resulted in participants perceiving their actual body as slimmer and giving higher ratings of body satisfaction demonstrating a direct link between perceptual and affective body representations. Change in body satisfaction following illusory ownership of a wider body, however, was related to degree of (non-clinical) eating disorder psychopathology, which can be linked to fluctuating body representations found in clinical samples. The results suggest that body perception is linked to body satisfaction and may be of importance for eating disorder symptomology.",10.1371/journal.pone.0085773,2014,PLoS ONE,Y,SJR Q1,Crossref,Y,Y,Y,3,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Preston C, Ehrsson HH (2016) Illusory obesity triggers body dissatisfaction responses in the insula and anterior cingulate cortex. Cereb Cortex 26(12):4450–4460","In today's Western society, concerns regarding body size and negative feelings toward one's body are all too common. However, little is known about the neural mechanisms underlying negative feelings toward the body and how they relate to body perception and eating-disorder pathology. Here, we used multisensory illusions to elicit illusory ownership of obese and slim bodies during functional magnetic resonance imaging. The results implicate the anterior insula and the anterior cingulate cortex in the development of negative feelings toward the body through functional interactions with the posterior parietal cortex, which mediates perceived obesity. Moreover, cingulate neural responses were modulated by nonclinical eating-disorder psychopathology and were attenuated in females. These results reveal how perceptual and affective body representations interact in the human brain and may help explain the neurobiological underpinnings of eating-disorder vulnerability in women.",10.1093/cercor/bhw313,2016,Cereb Cortex,N,未照合,Crossref,N,Y,Y,2,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Puhl RM, Heuer CA (2009) The stigma of obesity: a review and update. Obesity 17(5):941–964",,10.1038/oby.2008.636,2009,Obesity,N,SJR Q1,Crossref,N,N,N,0,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,Riva G (2018) The neuroscience of body memory: from the self through the space to the others. Cortex 104:241–260,"Our experience of the body is not direct; rather, it is mediated by perceptual information, influenced by internal information, and recalibrated through stored implicit and explicit body representation (body memory). This paper presents an overview of the current investigations related to body memory by bringing together recent studies from neuropsychology, neuroscience, and evolutionary and cognitive psychology. To do so, in the paper, I explore the origin of representations of human body to elucidate their developmental process and, in particular, their relationship with more explicit concepts of self. First, it is suggested that our bodily experience is constructed from early development through the continuous integration of sensory and cultural data from six different representations of the body, i.e., the Sentient Body (Minimal Selfhood), the Spatial Body (Self Location), the Active Body (Agency), the Personal Body (Whole Body Ownership - Me); the Objectified Body (Objectified Self - Mine), and the Social Body (Body Satisfaction - Ideal Me). Then, it is suggested that these six representations can be combined in a coherent supramodal representation, i.e. the ""body matrix"", through a predictive, multisensory processing activated by central, top-down, attentional processes. From an evolutionary perspective, the main goal of the body matrix is to allow the self to protect and extend its boundaries at both the homeostatic and psychological levels. From one perspective, the self extends its boundaries (peripersonal space) through the enactment and recognition of motor schemas. From another perspective, the body matrix, by defining the boundaries of the body, also defines where the self is present, i.e., in the body that is processed by the body matrix as the most likely to be its one, and in the space surrounding it. In the paper I also introduce and discuss the concept of ""embodied medicine"": the use of advanced technology for altering the body matrix with the goal of improving our health and well-being.",10.1016/j.cortex.2017.07.013,2018,Cortex,N,SJR Q1,Crossref,N,Y,N,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Sadibolova R, Ferre ER, Linkenauger SA, Longo MR (2019) Distortions of perceived volume and length of body parts. Cortex 111:74–86","We experience our body as a 3D, volumetric object in the world. Measures of our conscious body image, in contrast, have investigated the perception of body size along one or two dimensions at a time. There is, thus, a discrepancy between existing methods for measuring body image and our subjective experience of having 3D body. Here we assessed in a sample of healthy adults the perception of body size in terms of its 1D length and 3D volume. Participants were randomly assigned to two groups using different measuring units (other body part and non-body object). They estimated how many units would fit in a perceived size of body segments and the whole body. The patterns of length and volume misperception across judged segments were determined as their perceived size proportional to their actual size. The pattern of volume misperception paints the representation of 3D body proportions resembling those of a somatosensory homunculus. The body parts with a smaller actual surface area relative to their volume were underestimated more. There was a tendency for body parts underestimated in volume to be overestimated in length. Perceived body proportions thus changed as a function of judgement type while showing a similarity in magnitude of the absolute estimation error, be it an underestimation of volume or overestimation of length. The main contribution of this study is assessing the body image as a 3D body representation, and thus extending beyond the conventional 'allocentric' focus to include the body on the inside. Our findings highlight the value of studying the perceptual distortions ""at the baseline"", i.e., in healthy population, so as to advance the understanding of the nature of perceptual distortions in clinical conditions.",10.1016/j.cortex.2018.10.016,2019,Cortex,N,SJR Q1,Crossref,N,Y,Y,2,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Sato A, Yasuda A (2005) Illusion of sense of self-agency: discrepancy between the predicted and actual sensory consequences of actions modulates the sense of self-agency, but not the sense of self-own","It is proposed that knowledge of motor commands is used to distinguish self-generated sensation from externally generated sensation. In this paper, we show that the sense of self-agency, that is the sense that I am the one who is generating an action, largely depends on the degree of discrepancy resulting from comparison between the predicted and actual sensory feedback. In Experiment 1, the sense of self-agency was reduced when the presentation of the tone was unpredictable in terms of timing and its frequency, although in fact the tone was self-produced. In Experiment 2, the opposite case was found to occur. That is, participants experienced illusionary sense of self-agency when the externally generated sensations happened to match the prediction made by forward model. In Experiment 3, the sense of self-agency was reduced when there was a discrepancy between the predicted and actual sensory consequences, regardless of presence or absence of a discrepancy between the intended and actual consequences of actions. In all the experiments, a discrepancy between the predicted and actual feedback had no effects on sense of self-ownership, that is the sense that I am the one who is undergoing an experience. These results may suggest that both senses of self are mutually independent.",10.1016/j.cognition.2004.04.003,2005,Cognition,N,SJR Q1,Crossref,N,N,N,0,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Scarpina F, Serino S, Keizer A, Chirico A, Scacchi M, Castelnuovo G et al (2019) The effect of a virtual-reality full-body illusion on body representation in obesity. J Clin Med 8(9):1330","Background. The effective illusory ownership over an artificial body in modulating body representations in healthy and eating disorders population has been repeatedly reported in recent literature. In this study, we extended this research in the field of obesity: specifically, we investigated whether ownership over a virtual body with a skinny abdomen might be successfully experienced by participants affected by obesity. Methods. Fifteen participants with obesity and fifteen healthy-weight participants took part at this study in which the VR-Full-Body Illusion was adopted. The strength of illusion was investigated through the traditional Embodiment Questionnaire, while changes in bodily experience were measured through a body size estimation task. Results. Participants with obesity as well as healthy-weight participants reported to experience the illusion. About the body size estimation task, both groups reported changes only in the estimation of the abdomen’s circumference after the experimental condition, in absence of any another difference. Discussion. Participants with obesity reported to experience the illusion over a skinny avatar, but the modulation of the bodily experience seems controversial. Future lines of research exploiting this technique for modulating body representations in obesity, specifically in terms of potential therapeutic use, were discussed.",10.3390/jcm8091330,2019,J Clin Med,Y,未照合,Crossref,Y,Y,Y,3,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Schwoebel J, Coslett HB (2005) Evidence for multiple, distinct representations of the human body. J Cogn Neurosci 17(4):543–553",,10.1162/0898929053467587,2005,J Cogn Neurosci,N,未照合,Crossref,N,Y,N,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Serino A, Alsmith A, Costantini M, Mandrigin A, Tajadura-Jimenez A, Lopez C (2013) Bodily ownership and self-location: components ofbodily self-consciousness. Conscious Cogn 22(4):1239–1252",,10.1016/j.concog.2013.08.013,2013,Conscious Cogn,N,未照合,Crossref,N,Y,N,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Serino S, Pedroli E, Keizer A, Triberti S, Dakanalis A, Pallavicini F et al (2016) Virtual reality body swapping: a tool for modifying the allocentric memory of the body. Cyberpsychol Behav Soc Netw 1",,10.1089/cyber.2015.0229,2016,Cyberpsychol Behav Soc Netw,Y,未照合,Crossref,Y,Y,N,2,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Slater M, Perez-Marcos D, Ehrsson HH, Sanchez-Vives MV (2009) Inducing illusory ownership of a virtual body. Front Neurosci 3(2):214–220",We discuss three experiments that investigate how virtual limbs and bodies can come to feel like real limbs and bodies. The first experiment shows that an illusion of ownership of a virtual arm appearing to project out of a person's shoulder can be produced by tactile stimulation on a person's hidden real hand and synchronous stimulation on the seen virtual hand. The second shows that the illusion can be produced by synchronous movement of the person's hidden real hand and a virtual hand. The third shows that a weaker form of the illusion can be produced when a brain–computer interface is employed to move the virtual hand by means of motor imagery without any tactile stimulation. We discuss related studies that indicate that the ownership illusion may be generated for an entire body. This has important implications for the scientific understanding of body ownership and several practical applications.,10.3389/neuro.01.029.2009,2009,Front Neurosci,N,未照合,Crossref,N,Y,N,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Stefanucci JK, Geuss MN (2010) Duck! Scaling the height of a horizontal barrier to body height. Atten Percept Psychophys 72(5):1338–1349","Recent research shows that the body is used to scale environmental extents. We question whether the body is used to scale heights as measured by real actions (Experiments 1 and 2) or by judgments about action and extent made from a single viewpoint (Experiments 3 and 4). First, participants walked under barriers naturally, when wearing shoes, or when wearing a helmet. Participants required a larger margin of safety (they ducked at shorter heights) when they were made taller. In follow-up experiments, participants visually matched barrier heights and judged whether they could walk under them when wearing shoes or a helmet. Only the helmet decreased visually matched estimates; action judgments were no different when participants’ eye height increased. The final experiment suggested that the change in matched estimates may have been due to lack of experience wearing the helmet. Overall, the results suggest that perceived height is scaled to the body and that when body height is altered, experience may moderate the rescaling of height.",10.3758/app.72.5.1338,2010,Atten Percept Psychophys,N,未照合,Crossref,N,Y,Y,2,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Tajadura-Jiménez A, Banakou D, Bianchi-Berthouze N, Slater M (2017) Embodiment in a child-like talking virtual body influences object size perception, self-identification, and subsequent real speaking","People’s mental representations of their own body are malleable and continuously updated through sensory cues. Altering one’s body-representation can lead to changes in object perception and implicit attitudes. Virtual reality has been used to embody adults in the body of a 4-year-old child or a scaled-down adult body. Child embodiment was found to cause an overestimation of object sizes, approximately double that during adult embodiment, and identification of the self with child-like attributes. Here we tested the contribution of auditory cues related to one’s own voice to these visually-driven effects. In a 2 × 2 factorial design, visual and auditory feedback on one’s own body were varied across conditions, which included embodiment in a child or scaled-down adult body, and real (undistorted) or child-like voice feedback. The results replicated, in an older population, previous findings regarding size estimations and implicit attitudes. Further, although auditory cues were not found to enhance these effects, we show that the strength of the embodiment illusion depends on the child-like voice feedback being congruent or incongruent with the age of the virtual body. Results also showed the positive emotional impact of the illusion of owning a child’s body, opening up possibilities for health applications.",10.1038/s41598-017-09497-3,2017,Sci Rep,Y,未照合,Crossref,Y,Y,Y,3,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,Tsakiris M (2010) My body in the brain: a neurocognitive model of body-ownership. Neuropsychologia 48(3):703–712,,10.1016/j.neuropsychologia.2009.09.034,2010,Neuropsychologia,N,SJR Q2,Crossref,N,Y,N,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Tsakiris M, Haggard P (2005) The rubber hand illusion revisited: visuotactile integration and self-attribution. J Exp Psychol Hum Percept Perform 31(1):80",,10.1037/0096-1523.31.1.80,2005,J Exp Psychol Hum Percept Perform,N,未照合,Crossref,N,N,N,0,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Tsakiris M, Longo MR, Haggard P (2010) Having a body versus moving your body: neural signatures of agency and body-ownership. Neuropsychologia 48(9):2740–2749",,10.1016/j.neuropsychologia.2010.05.021,2010,Neuropsychologia,N,SJR Q2,Crossref,N,Y,N,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"van Der Hoort B, Ehrsson HH (2016) Illusions of having small or large invisible bodies influence visual perception of object size. Sci Rep 6:34530","The size of our body influences the perceived size of the world so that objects appear larger to children than to adults. The mechanisms underlying this effect remain unclear. It has been difficult to dissociate visual rescaling of the external environment based on an individual’s visible body from visual rescaling based on a central multisensory body representation. To differentiate these potential causal mechanisms, we manipulated body representation without a visible body by taking advantage of recent developments in body representation research. Participants experienced the illusion of having a small or large invisible body while object-size perception was tested. Our findings show that the perceived size of test-objects was determined by the size of the invisible body (inverse relation) and by the strength of the invisible body illusion. These findings demonstrate how central body representation directly influences visual size perception, without the need for a visible body, by rescaling the spatial representation of the environment.",10.1038/srep34530,2016,Sci Rep,N,未照合,Crossref,N,Y,Y,2,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"van Der Hoort B, Guterstam A, Ehrsson HH (2011) Being Barbie: the size of one’s own body determines the perceived size of the world. PLoS ONE 6(5):e20195","A classical question in philosophy and psychology is if the sense of one's body influences how one visually perceives the world. Several theoreticians have suggested that our own body serves as a fundamental reference in visual perception of sizes and distances, although compelling experimental evidence for this hypothesis is lacking. In contrast, modern textbooks typically explain the perception of object size and distance by the combination of information from different visual cues. Here, we describe full body illusions in which subjects experience the ownership of a doll's body (80 cm or 30 cm) and a giant's body (400 cm) and use these as tools to demonstrate that the size of one's sensed own body directly influences the perception of object size and distance. These effects were quantified in ten separate experiments with complementary verbal, questionnaire, manual, walking, and physiological measures. When participants experienced the tiny body as their own, they perceived objects to be larger and farther away, and when they experienced the large-body illusion, they perceived objects to be smaller and nearer. Importantly, despite identical retinal input, this “body size effect” was greater when the participants experienced a sense of ownership of the artificial bodies compared to a control condition in which ownership was disrupted. These findings are fundamentally important as they suggest a causal relationship between the representations of body space and external space. Thus, our own body size affects how we perceive the world.",10.1371/journal.pone.0020195,2011,PLoS ONE,N,SJR Q1,Crossref,N,Y,Y,2,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Witt JK, Proffitt DR, Epstein W (2005) Tool use affects perceived distance, but only when you intend to use it. J Exp Psychol Hum Percept Perform 31(5):880",,10.1037/0096-1523.31.5.880,2005,J Exp Psychol Hum Percept Perform,N,未照合,Crossref,N,N,Y,1,,
14,Gulliver's virtual travels: active embodiment in extreme body sizes for modulating our body representations,backward,"Won AS, Bailenson J, Lee J, Lanier J (2015) Homuncular flexibility in virtual reality. J Comput Med Commun 20(3):241–259",,10.1111/jcc4.12107,2015,J Comput Med Commun,N,未照合,Crossref,Y,N,N,1,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,A virtual environment for conceptual design in architecture,,10.1145/769953.769960,2003,IPT/EGVE,Y,未照合,Crossref,Y,N,N,1,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,The Influence of Restricted Viewing Conditions on Egocentric Distance Perception: Implications for Real and Virtual Indoor Environments,,10.1068/p5144,2005,Perception,Y,SJR Q3,Crossref,N,N,Y,1,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,,,10.1109/vr.2006.52,,,N,,Crossref,N,N,N,0,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,Elucidating Factors that Can Facilitate Veridical Spatial Perception in Immersive Virtual Environments,,10.1162/pres.17.2.176,2007,Presence - Teleoperators and Virtual Environments,N,SJR Q3,Crossref,Y,N,N,1,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,Technical Report LU-CSE-02-007,,,2002,,N,,Crossref,N,N,N,0,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,The two-user seating buck: Enabling face-to-face discussions of novel car interface concepts,,,2008,Proceedings of IEEE Virtual Reality,N,未照合,Crossref,N,N,N,0,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,Slater M. and Usoh M. 1994. Body centred interaction in immersive virtual environments. In Artificial Life and Virtual Reality John Wiley and Sons New York N. Magnenat-Thalmann and D. Thalmann Eds. 12,,,,,N,,Crossref,Y,Y,N,2,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,Does the Quality of the Computer Graphics Matter when Judging Distances in Visually Immersive Environments?,,10.1162/1054746042545292,2004,Presence - Teleoperators and Virtual Environments,N,SJR Q3,Crossref,N,N,Y,1,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,backward,The effects of head-mounted display mechanics on distance judgments in virtual environments,,10.1145/1012551.1012558,2004,Applied Perception in Graphics and Visualization,Y,未照合,Crossref,Y,N,Y,2,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,Divergent Perceptuomotor Recalibration in Virtual Reality and Video-Passthrough Mixed Reality on the Same Head-Mounted Display,"Virtual reality (VR) and video-passthrough mixed reality (MR-VPT) can be delivered on the same headset, but it is unclear whether these two interaction modalities produce comparable perceptuomotor behavior. Although delivery through the same headset controls many display-level characteristics, VR and MR-VPT differ in both their visual-feedback pipelines and the action-relevant visual information available to guide movement, such as whether the surrounding environment and the user's body are synthetically rendered or preserved through passthrough. This study compared visually guided manual pointing in VR and MR-VPT using the same headset. Forty adults were assigned to either a VR or MR-VPT group and completed a pointing task in the physical, unmediated reality (UR) before and after performing the same task in their assigned XR modality. The analyses revealed numerous important insights. First, groups had comparable baseline performance in UR prior to XR exposure. Second, the two modalities produced opposite initial biases during XR exposure: the VR group undershot the target, whereas the MR-VPT group overshot. Third, although both groups reduced error with continued exposure to XR, there were differences in the patterns of adaptation: the VR group adapted more slowly and exhibited stronger distance-dependent undershooting than the MR-VPT group. Finally, after XR exposure, both groups showed significant undershooting aftereffects with the VR group retaining a persistent residual undershoot, suggesting incomplete de-adaptation. The results suggest that perceptuomotor recalibration is shaped not only by display-level constraints but also by the action-relevant visual information available within the interaction environment. These findings highlight the need to validate perceptuomotor interaction techniques separately in VR and MR-VPT, even when they are implemented on the same hardware.",,2026,,N,,S2,Y,Y,Y,3,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,The influence of avatar generation and appearance on embodiment and user experience in virtual reality,"Consumer-grade virtual reality (VR) now allows embodying full-body avatars to act within the virtual world. Although the effect of avatar appearance on embodiment has been investigated in several studies, the role of user involvement in the creation process remains unclear. In this study, we compare a generic, a self-configured, and a photo-generated full-body avatar with similar realism levels in terms of embodiment and user experience. We conducted a study with 30 participants, which revealed higher ratings of attractiveness, valence, and threat reaction under the self-configured condition than those in the photo-generated avatar. However, direct measures for embodiment remained inconclusive. These results motivate further research in the field of self-configured avatars, considering the feedback about avatar diversity that is still worthy of improvement.",10.3389/frvir.2026.1778843,2026,Frontiers in Virtual Reality,N,SJR Q1,S2,Y,Y,N,2,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,The importance of visual context for eye-height estimation in immersive virtual reality,"Eye-height is a reliable metric that help us scaling the surrounding world, understanding objects’ dimensions, how they move, and their distance from us. Previous studies have shown that inaccuracies in how people perceive their own eye-height can lead to significant errors in spatial estimation within immersive virtual reality (IVR). This study investigated how the visual context influences people's estimation of their own eye-height in IVR. Forty-eight healthy adults participated in a series of experiments that examined how two different factors influenced their eye-height estimation error: the environmental context of three virtual scenarios (Experiment 1), the visibility of body representations (Experiment 2), and the combined effect of these two factors (Experiment 3). Our results suggest that both the environmental context and the visibility of body representations are important to improve people’s eye-height estimation in IVR. Moreover, our findings are compatible with the idea of a weighted integration of multiple visual cues. In contextually enriched environments depth and spatial cues played a major role in the estimation process. In contrast, in contextually sparse environments, the visibility of body references became crucial to attain an accurate self-perception of eye-height. These results are consistent with cue weighting theoretical frameworks, in which the perceptual system dynamically adjusts the relative importance of different visual cues based on their reliability to obtain more precise eye-height estimates.",10.1007/s10055-026-01394-3,2026,Virtual Reality,N,SJR Q1,S2,Y,Y,Y,3,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,Beyond the Self: Avatar Anthropomorphic Fidelity and Calibration Effects on Judging Others' Interpersonal Horizontal Reachability in VR,"Effective collaboration in Virtual Reality depends on users' ability to accurately perceive the affordances of others within a shared space. This paper presents the first empirical investigation of how people judge others' reaching capabilities in Immersive Virtual Environments (IVEs). We examined whether observers can reliably estimate the maximum horizontal reach distance of virtual actors, how different actor representations influence these perceptual judgments, and whether calibration feedback can improve estimation accuracy. Participants (N=35) judged the reachability of objects for virtual actors across three visual fidelity conditions: high-fidelity, low-fidelity, and end-effector-only representations. Results demonstrate that users can successfully estimate others' horizontal reachability in IVEs, though with overestimation. Calibration through action feedback significantly improved estimation accuracy, with overestimation decreasing across trials. Visual fidelity showed no main effect on initial reachability judgments but significantly affected postcalibration performance, with low-fidelity representations demonstrating significantly better calibration outcomes compared to high-fidelity avatars, while end-effector-only representations showed no significant difference from either condition. The findings contribute to the social perception literature in Virtual Reality (VR) and to provide design guidelines for avatar systems in collaborative virtual environments, where spatial coordination and shared action planning are critical.",10.1109/tvcg.2026.3679904,2026,IEEE Transactions on Visualization and Computer Graphics,Y,SJR Q1,S2,Y,Y,Y,3,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,Risk Compensation: How Vaccination Impacts Social Distancing in an Online Natural Experiment,"Amidst mass immunization efforts to curb COVID‐19 transmission, policy mandates enforced minimum physical distancing. Concerns arose regarding risk compensation, where individuals might reduce adherence to distancing if benefiting from multiple risk‐reducing interventions. This study used an online natural experiment to examine the association of vaccination status and vaccine efficacy beliefs with social distancing preferences. Participants completed a distance‐matching task, positioning avatars in stylized scenarios drawn from a 2 (location) ×$\times$ 3 (activity) factorial design. Data were collected in July 2021 during the vaccine rollout program in the United Kingdom. Contrary to risk compensation expectations, this study found no strong evidence of reduced distancing at a population level. However, stronger vaccine efficacy beliefs were associated with slightly reduced distancing among fully vaccinated individuals—a small effect size. In contrast, partially vaccinated and unvaccinated individuals with stronger vaccine beliefs maintained greater distance, suggesting a nuanced relationship between perceptions of vaccine efficacy and distancing behavior. Subjective risk perceptions did not significantly alter these patterns. Additionally, partially vaccinated individuals behaved similarly to the unvaccinated despite expressing higher perceived infection risk, and unvaccinated participants who intended to vaccinate showed lower distancing preferences. The study also identified an in‐group bias in perceptions of vaccine distribution. While these findings were collected during a specific phase of the COVID‐19 pandemic—when vaccination uptake and policy measures were rapidly changing—they underscore the importance of investigating how vaccine beliefs shape protective behaviors. Given the modest effect sizes observed, further research is warranted to clarify the evolving role of vaccine perceptions in public health strategies.",10.1111/risa.70201,2026,Risk Analysis,N,SJR Q1,S2,N,Y,Y,2,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,Assessing and enhancing the ecological validity of human locomotion in virtual reality,"The increasing use of virtual reality (VR) technologies in behavioral research raises a critical question: to what extent do behaviors in VR mirror those in the real world? VR offers strong experimental control and reproducibility, yet its ecological validity remains debated. This review examines two fundamental human locomotion behaviors, overground walking and collision avoidance in immersive VR, and evaluates how accurately these behaviors are reproduced. Practical strategies for enhancing ecological validity that do not require specialized hardware development are also proposed. Evidence indicates that fundamental behavioral patterns are largely preserved, supporting the use of VR as a valuable tool for investigating human locomotion. However, participants consistently adopt more conservative behavioral strategies in VR, such as slower walking speeds, increased interpersonal distances, and earlier avoidance initiation, largely due to egocentric distance underestimation and head-mounted display constraints such as restricted field of view, limited resolution, and latency. To address these limitations, we suggest design approaches supported by prior evidence, including enhanced ground textures, full-body avatars, and optimal calibration procedures, all of which can enhance behavioral realism in VR. This review provides a comprehensive account of the ecological validity of VR locomotion and offers actionable strategies to enhance behavioral realism, providing valuable guidance for future studies using VR.",10.3389/frvir.2025.1699143,2026,Frontiers Virtual Real.,Y,未照合,S2,Y,Y,Y,3,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,The interwoven nature of spatial presence and virtual embodiment: a comprehensive perspective,"The sense of embodiment and the sense of spatial presence are two fundamental constructs in Virtual Reality, shaping user experience and behavior. While empirical studies have consistently shown that both constructs are influenced by similar cues, theoretical discussions often treat them as separate, leaving their conceptual relationship underexplored. This paper systematically examines the conceptual overlap between these two constructs, revealing the extent of their interconnection. Through a detailed analysis, we present fourteen arguments that demonstrate how cues designed to enhance one construct also impact the other. This unified perspective highlights that any cue contributing to one construct is likely to influence the other. Furthermore, our findings challenge the suitability of common network-based models in representing the relationship between the two constructs. As an alternative, we suggest a table-based representation that maps the influence of individual cues onto both constructs, highlighting their relative impact. By bridging this theoretical gap, our work clarifies the intertwined nature of these constructs, with potential applications in the development of more cohesive measurement instruments and further research in presence and embodiment.",10.3389/frvir.2025.1616662,2025,Frontiers Virtual Real.,N,未照合,S2,Y,Y,N,2,,
23,The effect of self-embodiment on distance perception in immersive virtual environments,forward,Five canonical findings from 30 years of psychological experimentation in virtual reality,,10.1038/s41562-025-02216-3,2025,Nature Human Behaviour,Y,SJR Q1,S2,Y,N,N,1,,
